ON_STREET,Dir,X_STREET,TYPE,Date,Day,NB,SB,EB,WB,TOT_24,FID
MARTIN LUTHER KING BLVD,S,47TH AVE,24,2014-03-04T00:00:00.000Z,T,9910,8483,,,18393,253
ROSEVILLE RD,S,OAKHOLLOW DR,24,2014-05-21T00:00:00.000Z,W,8101,8567,,,16668,254
GERBER RD,E,ELK GROVE FLORIN RD,24,2014-04-10T00:00:00.000Z,TH,,,5350,5098,10448,255
BELLINGRATH DR,S,ELVERTA RAIL WAY,24,2014-07-30T00:00:00.000Z,W,,,,,922,256
SOUTH WATT AVE,N,FRUITRIDGE RD,24,2014-04-30T00:00:00.000Z,W,12356,12881,,,25237,257
STANLEY AVE,E,FAIR OAKS BLVD,24,2014-03-04T00:00:00.000Z,T,,,1387,1332,2719,258
EL NIDO WAY,S,ARDEN WAY,24,2014-05-21T00:00:00.000Z,W,,,,,772,259
WALNUT AVE,W,FAIR OAKS BLVD,24,2014-04-10T00:00:00.000Z,TH,,,5714,5921,11635,260
SCOTT RD,N,LATROBE RD,24,2014-07-30T00:00:00.000Z,W,1243,1247,,,2490,261
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2014-05-01T00:00:00.000Z,TH,46528,50171,,,96699,262
Q ST,W,RIO LINDA BLVD,24,2014-03-05T00:00:00.000Z,W,,,542,666,1208,263
FREEDOM PARK DR,W,WATT AVE,24,2014-05-21T00:00:00.000Z,W,,,1881,1850,3731,264
GERBER RD,E,BRADSHAW RD,24,2014-04-10T00:00:00.000Z,TH,,,4058,2697,6755,265
WHITE ROCK RD,W,EL DORADO COUNTY LINE,24,2014-07-30T00:00:00.000Z,W,,,3966,3984,7950,266
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2014-05-02T00:00:00.000Z,F,47425,50800,,,98225,267
DRY CREEK RD,S,ELKHORN BLVD,24,2014-03-05T00:00:00.000Z,W,2855,3900,,,6755,268
DARWIN ST,N,EL CAMINO AVE,24,2014-05-21T00:00:00.000Z,W,569,845,,,1414,269
ELK GROVE FLORIN RD,S,GERBER RD,24,2014-04-10T00:00:00.000Z,TH,16279,15562,,,31841,270
IONE RD,N,CARBONDALE RD,24,2014-07-30T00:00:00.000Z,W,1207,1168,,,2375,271
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2014-05-03T00:00:00.000Z,S,34410,40509,,,74919,272
ELKHORN BLVD,E,DRY CREEK RD,24,2014-03-05T00:00:00.000Z,W,,,9560,9503,19063,273
Q ST,W,20TH ST,24,2014-05-21T00:00:00.000Z,W,,,1489,1455,2944,274
UNIVERSITY AVE,S,FAIR OAKS BLVD,24,2014-04-10T00:00:00.000Z,TH,5299,5066,,,10365,275
WHITE ROCK RD,W,SCOTT RD W/EXT,24,2014-07-30T00:00:00.000Z,W,,,4274,4029,8303,276
WATT AVE,N,AMERICAN RIVER BRIDGE,24,2014-05-04T00:00:00.000Z,SU,27506,33266,,,60772,277
FREEDOM PARK DR,W,WATT AVE,24,2014-03-05T00:00:00.000Z,W,,,1895,1844,3739,278
M ST,E,RIO LINDA BLVD,24,2014-05-22T00:00:00.000Z,TH,,,2455,2910,5365,279
CALVINE RD,E,POWER INN RD,24,2014-04-10T00:00:00.000Z,TH,,,18197,22994,41191,280
SCOTT RD,S,WHITE ROCK RD,24,2014-07-30T00:00:00.000Z,W,1247,1236,,,2483,281
KIEFER BLVD,E,SOUTH WATT AVE,24,2014-05-06T00:00:00.000Z,T,,,9841,9193,19034,282
DRY CREEK RD,S,Q ST,24,2014-03-05T00:00:00.000Z,W,1467,1517,,,2984,283
WALNUT AVE,N,GREENBACK LN,24,2014-05-22T00:00:00.000Z,TH,1289,1190,,,2479,284
FAIR OAKS BLVD,E,FULTON AVE,24,2014-04-10T00:00:00.000Z,TH,,,18703,14118,32821,285
LATROBE RD,W,SCOTT RD,24,2014-07-30T00:00:00.000Z,W,,,193,147,340,286
COLOMA RD,E,SUNRISE BLVD,24,2014-07-30T00:00:00.000Z,W,,,7776,8429,16205,287
PRAIRIE CITY RD,N,WHITE ROCK RD,24,2014-07-30T00:00:00.000Z,W,2965,2709,,,5674,288
IONE RD,S,JACKSON RD/SR 16,24,2014-07-30T00:00:00.000Z,W,1320,1305,,,2625,289
TIOGA WAY,E,FULTON AVE,24,2014-07-30T00:00:00.000Z,W,,,310,232,542,290
GRANT LINE RD,W,SUNRISE BLVD,24,2014-07-31T00:00:00.000Z,TH,,,7473,7504,14977,291
GRANT LINE RD,N,CALVINE DR,24,2014-07-31T00:00:00.000Z,TH,8766,5898,,,14664,292
PRAIRIE CITY RD,N,WHITE ROCK RD,24,2014-07-31T00:00:00.000Z,TH,3028,2969,,,5997,293
EXCELSIOR AVE,N,CALVINE RD,24,2014-07-31T00:00:00.000Z,TH,2036,2021,,,4057,294
GERBER RD,W,EXCELSIOR RD,24,2014-07-31T00:00:00.000Z,TH,,,1097,1007,2104,295
FLORIN RD,W,EXCELSIOR RD,24,2014-07-31T00:00:00.000Z,TH,,,1484,1465,2949,296
BRADSHAW RD,N,FLORIN RD,24,2014-07-31T00:00:00.000Z,TH,12445,12462,,,24907,297
IONE RD,S,JACKSON RD/SR 16,24,2014-07-31T00:00:00.000Z,TH,1261,1254,,,2515,298
CLAY STATION RD,S,TAVERNOR RD,24,2014-07-31T00:00:00.000Z,TH,1340,1190,,,2530,299
TAVERNOR RD,N,CLAY STATION RD,24,2014-07-31T00:00:00.000Z,TH,568,595,,,1163,300
DILLARD RD,S,MEISS RD,24,2014-07-31T00:00:00.000Z,TH,2043,1878,,,3921,301
MEISS RD,E,DILLARD RD,24,2014-07-31T00:00:00.000Z,TH,,,,,221,302
SUNRISE BLVD,N,FLORIN RD,24,2014-07-31T00:00:00.000Z,TH,5327,5349,,,10676,303
WILTON RD,E,GRANT LINE RD,24,2014-07-31T00:00:00.000Z,TH,,,4934,4985,9919,304
COSUMNES RD,S,WILTON RD,24,2014-07-31T00:00:00.000Z,TH,1223,1190,,,2413,305
SCOTT RD,S,WHITE ROCK RD,24,2014-07-31T00:00:00.000Z,TH,1312,1336,,,2648,306
WHITE ROCK RD,W,SCOTT RD W/EXT,24,2014-07-31T00:00:00.000Z,TH,,,4843,4064,8907,307
WHITE ROCK RD,W,EL DORADO COUNTY LINE,24,2014-07-31T00:00:00.000Z,TH,,,4263,3861,8124,308
DRY CREEK RD,S,U ST,24,2014-03-05T00:00:00.000Z,W,487,452,,,939,309
FILBERT AVE,N,CENTRAL AVE,24,2014-05-22T00:00:00.000Z,TH,741,883,,,1624,310
16TH ST,S,ELKHORN BLVD,24,2014-03-05T00:00:00.000Z,W,3960,2560,,,6520,311
ILLINOIS AVE,S,SUNSET AVE,24,2014-05-22T00:00:00.000Z,TH,1166,1107,,,2273,312
OAK LN,W,10TH ST,24,2014-03-05T00:00:00.000Z,W,,,1093,1018,2111,313
WINDING WAY,E,CENTRAL AVE,24,2014-05-22T00:00:00.000Z,TH,,,1686,1766,3452,314
WEST 2ND ST,N,M ST,24,2014-03-05T00:00:00.000Z,W,232,446,,,678,315
SUNRISE BLVD,N,FAIR OAKS BLVD,24,2014-05-06T00:00:00.000Z,T,27072,20937,,,48009,316
CALVINE RD,E,ELK GROVE FLORIN RD,24,2014-04-10T00:00:00.000Z,TH,,,15454,15615,31069,317
KATELLA WAY,E,ROSEVILLE RD,24,2014-06-03T00:00:00.000Z,T,,,,,872,318
RIO LINDA BLVD,S,MARYSVILLE BLVD,24,2014-03-05T00:00:00.000Z,W,6276,6880,,,13156,319
Q ST,W,20TH ST,24,2014-05-06T00:00:00.000Z,T,,,1496,1547,3043,320
WATERMAN RD,N,CALVINE RD,24,2014-04-10T00:00:00.000Z,TH,4541,4853,,,9394,321
AUBURN BLVD,S,MADISON AVE,24,2014-06-03T00:00:00.000Z,T,10452,12004,,,22456,322
DRY CREEK RD,N,ASCOT AVE,24,2014-03-05T00:00:00.000Z,W,2012,2466,,,4478,323
FULTON AVE,S,MARCONI AVE,24,2014-05-06T00:00:00.000Z,T,15520,14275,,,29795,324
FAIR OAKS BLVD,N,ENGLE RD,24,2014-04-15T00:00:00.000Z,T,18844,19221,,,38065,325
AUBURN BLVD,W,COLLEGE OAK DR,24,2014-06-03T00:00:00.000Z,T,,,9025,10705,19730,326
LAKE NATOMA DR,S,MARGO DR,24,2014-03-07T00:00:00.000Z,F,1305,1290,,,2595,327
FULTON AVE,S,EL CAMINO AVE,24,2014-05-06T00:00:00.000Z,T,15007,15338,,,30345,328
FAIR OAKS BLVD,N,SUTTER AVE,24,2014-04-15T00:00:00.000Z,T,20123,19934,,,40057,329
STOLLWOOD DR,S,WILLEY WAY,24,2014-06-03T00:00:00.000Z,T,,,,,2759,330
LAKE NATOMA DR,S,TONKIN DR(E-EXT),24,2014-03-07T00:00:00.000Z,F,494,540,,,1034,331
HOWE AVE,S,ARDEN WAY,24,2014-05-06T00:00:00.000Z,T,19520,12720,,,32240,332
FAIR OAKS BLVD,E,EASTERN AVE,24,2014-04-15T00:00:00.000Z,T,,,13743,14575,28318,333
HILLSDALE BLVD,N,MADISON AVE,24,2014-06-03T00:00:00.000Z,T,13448,15668,,,29116,334
HOOD FRANKLIN RD,W,FRANKLIN BLVD,24,2014-03-11T00:00:00.000Z,T,,,2910,2759,5669,335
BANNISTER RD,S,WINDING WAY,24,2014-05-07T00:00:00.000Z,W,492,515,,,1007,336
OXWOOD DR,S,TALLYHO DR,24,2014-04-15T00:00:00.000Z,T,,,,,412,337
HURLEY WAY,E,HOWE AVE,24,2014-06-03T00:00:00.000Z,T,,,7092,6864,13956,338
2ND ST,W,GRAND AVE,24,2014-03-11T00:00:00.000Z,T,,,,,165,339
SAN JUAN AVE,S,WINDING WAY,24,2014-05-07T00:00:00.000Z,W,8852,12256,,,21108,340
COTTAGE WAY,E,ETHAN WAY,24,2014-04-15T00:00:00.000Z,T,,,1904,2293,4197,341
MORSE AVE,S,ALTA ARDEN EXPWY,24,2014-06-03T00:00:00.000Z,T,4030,3568,,,7598,342
STOLLWOOD DR,N,LINCOLN AVE,24,2014-06-03T00:00:00.000Z,T,,,,,1357,343
GARFIELD AVE,N,AUBURN BLVD,24,2014-06-03T00:00:00.000Z,T,11096,12182,,,23278,344
MORSE AVE,S,ALTA ARDEN EXPWY,24,2014-06-04T00:00:00.000Z,W,3666,3422,,,7088,345
HOWE AVE,N,ALTA ARDEN EXPWY,24,2014-06-05T00:00:00.000Z,TH,12983,10977,,,23960,346
MARCONI AVE,E,FULTON AVE,24,2014-06-05T00:00:00.000Z,TH,,,10828,12445,23273,347
GREENBACK LN,E,GARFIELD AVE,24,2014-06-09T00:00:00.000Z,T,,,26629,27728,54357,348
TWIN CITIES RD,W,FRANKLIN BLVD,24,2014-06-10T00:00:00.000Z,T,,,2340,2036,4376,349
GARFIELD AVE,S,GREENBACK LN,24,2014-06-10T00:00:00.000Z,T,12639,13357,,,25996,350
ELKHORN BLVD,W,DIABLO DR,24,2014-06-10T00:00:00.000Z,T,,,25154,25882,51036,351
ISLETON RD,N,GEORGIANA SL BR,24,2014-06-10T00:00:00.000Z,T,1197,932,,,2129,352
WALNUT GROVE-THORNTON RD,E,RIVER RD,24,2014-06-10T00:00:00.000Z,T,,,1862,1772,3634,353
TWIN CITIES RD,E,RIVER RD,24,2014-06-10T00:00:00.000Z,T,,,2126,2220,4346,354
LAMBERT RD,E,RIVER RD,24,2014-06-10T00:00:00.000Z,T,,,211,187,398,355
FRANKLIN BLVD,S,HOOD FRANKLIN RD,24,2014-03-11T00:00:00.000Z,T,728,716,,,1444,356
RIVER RD,N,WALNUT GROVE BRIDGE,24,2014-03-11T00:00:00.000Z,T,2714,2368,,,5082,357
HOOD FRANKLIN RD,W,FRANKLIN BLVD,24,2014-03-12T00:00:00.000Z,W,,,2954,2688,5642,358
RIVER RD,N,WALNUT GROVE BRIDGE,24,2014-03-12T00:00:00.000Z,W,2789,2318,,,5107,359
2ND ST,W,GRAND AVE,24,2014-03-12T00:00:00.000Z,W,,,,,197,360
WALERGA RD,N,ANTELOPE RD,24,2014-03-12T00:00:00.000Z,TH,18205,19409,,,37614,361
FRANKLIN BLVD,S,HOOD FRANKLIN RD,24,2014-03-12T00:00:00.000Z,W,747,723,,,1470,362
ELKHORN BLVD,E,THOMAS DR,24,2014-03-13T00:00:00.000Z,TH,,,11214,11061,22275,363
WATT AVE,S,ANTELOPE RD,24,2014-03-13T00:00:00.000Z,TH,13242,14120,,,27362,364
WALERGA RD,S,ANTELOPE RD,24,2014-03-13T00:00:00.000Z,TH,15500,16119,,,31619,365
ANTELOPE RD,E,WATT AVE,24,2014-03-13T00:00:00.000Z,TH,,,9700,9041,18741,366
GARFIELD AVE,N,FAIR OAKS BLVD,24,2014-04-15T00:00:00.000Z,T,1587,1373,,,2960,367
HOWE AVE,N,EDISON AVE,24,2014-04-15T00:00:00.000Z,T,3280,872,,,4152,368
CALIFORNIA AVE,N,PALM DR,24,2014-04-15T00:00:00.000Z,T,2117,2456,,,4573,369
VAN ALSTINE AVE,W,CALIFORNIA AVE,24,2014-04-15T00:00:00.000Z,T,,,779,1134,1913,370
NORTH PKWY,N,SKY PKWY,24,2014-04-16T00:00:00.000Z,W,2541,2645,,,5186,371
KIEFER BLVD,W,SOUTH WATT AVE,24,2014-04-16T00:00:00.000Z,W,,,3460,3091,6551,372
KENNETH AVE,E,GARFIELD AVE,24,2014-04-17T00:00:00.000Z,TH,,,,,1151,373
EASTERN AVE,N,FAIR OAKS BLVD,24,2014-04-22T00:00:00.000Z,T,7478,7729,,,15207,374
KENNETH AVE,E,GARFIELD AVE,24,2014-04-22T00:00:00.000Z,T,,,,,1185,375
AMERICAN RIVER DR,E,WATT AVE,24,2014-04-22T00:00:00.000Z,T,,,6247,4837,11084,376
SAVERIEN DR,S,FAIR OAKS BLVD,24,2014-04-22T00:00:00.000Z,T,1969,2075,,,4044,377
ARDEN WAY,W,EASTERN AVE,24,2014-04-22T00:00:00.000Z,T,,,10857,9808,20665,378
AMERICAN RIVER DR,E,WILHAGGIN DR,24,2014-04-22T00:00:00.000Z,T,,,4066,3113,7179,379
ROBERTSON AVE,E,GARFIELD AVE,24,2014-04-23T00:00:00.000Z,W,,,964,1245,2209,380
WALNUT AVE,N,MARCONI AVE,24,2014-04-23T00:00:00.000Z,W,8807,9743,,,18550,381
HACKBERRY LN,N,CYPRESS AVE,24,2014-04-23T00:00:00.000Z,W,706,888,,,1594,382
DEWEY BLVD,N,WINDING WAY,24,2014-05-07T00:00:00.000Z,W,4814,5981,,,10795,383
WINDING WAY,W,SAN JUAN AVE,24,2014-05-07T00:00:00.000Z,W,,,8954,7213,16167,384
FOLSOM BLVD,E,AEROJET RD,24,2014-05-07T00:00:00.000Z,W,,,6658,6343,13001,385
Q ST,W,20TH ST,24,2014-05-07T00:00:00.000Z,W,,,1413,1485,2898,386
FOLSOM BLVD,S,HWY 50,24,2014-05-07T00:00:00.000Z,W,6990,6720,,,13710,387
BRADSHAW RD,S,LINCOLN VILLAGE DR,24,2014-05-08T00:00:00.000Z,TH,23214,22077,,,45291,388
GOLD COUNTRY BLVD,W,HAZEL AVE,24,2014-05-08T00:00:00.000Z,TH,,,4719,3396,8115,389
EL CAMINO AVE,E,FULTON AVE,24,2014-05-08T00:00:00.000Z,TH,,,11047,11284,22331,390
MORSE AVE,S,EL CAMINO AVE,24,2014-05-08T00:00:00.000Z,TH,,,,,1414,391
COTTAGE WAY,W,WATT AVE,24,2014-05-08T00:00:00.000Z,TH,,,3861,3112,6973,392
STANSBERRY WAY,N,LA RIVIERA DR,24,2014-05-08T00:00:00.000Z,TH,,,,,1101,393
BRADSHAW RD,S,JACKSON RD/SR 16,24,2014-05-08T00:00:00.000Z,TH,11855,13637,,,25492,394
ROSEVILLE RD,S,ANDREA BLVD,24,2014-05-12T00:00:00.000Z,T,6331,7300,,,13631,395
ANTELOPE RD,E,DON JULIO BLVD,24,2014-05-13T00:00:00.000Z,T,16928,17234,,,34162,396
MADISON AVE,E,MANZANITA AVE,24,2014-05-13T00:00:00.000Z,T,,,25023,26018,51041,397
AUBURN BLVD,W,MANZANITA AVE,24,2014-05-13T00:00:00.000Z,T,,,10418,11497,21915,398
MANZANITA AVE,S,AUBURN BLVD,24,2014-05-13T00:00:00.000Z,T,8784,7427,,,16211,399
RUTLAND DR,S,MADISON AVE,24,2014-05-13T00:00:00.000Z,T,231,791,,,1022,400
Q ST,W,20TH ST,24,2014-10-15T00:00:00.000Z,W,,,1360,1413,2773,401
ILLINOIS AVE,S,WINDING WAY,24,2014-10-15T00:00:00.000Z,W,,,,,920,402
7TH ST,N,Q ST,24,2014-10-15T00:00:00.000Z,W,,,,,286,403
Q ST,W,RIO LINDA BLVD,24,2014-10-21T00:00:00.000Z,T,,,602,597,1199,404
BRADSHAW RD,S,FOLSOM BLVD,24,2014-10-21T00:00:00.000Z,T,10117,10451,,,20568,405
COOK RIOLO RD,S,GREAT VALLEY DR,24,2014-10-21T00:00:00.000Z,T,,,,,2670,406
GREENBACK LN,E,FAIR OAKS BLVD,24,2014-10-21T00:00:00.000Z,T,,,17241,16956,34197,407
ANTELOPE RD,W,DALY AVE / ROSEVILLE RD,24,2014-10-21T00:00:00.000Z,T,,,19114,21457,40571,408
COOK RIOLO RD,S,GREAT VALLEY DR,24,2014-10-22T00:00:00.000Z,W,,,,,2764,409
FAIR OAKS BLVD,N,EL CAMINO AVE,24,2014-10-22T00:00:00.000Z,W,13797,13500,,,27297,410
Q ST,W,RIO LINDA BLVD,24,2014-10-22T00:00:00.000Z,W,,,645,664,1309,411
PEACH LN,N,DILLARD RD,24,2014-10-23T00:00:00.000Z,TH,,,,,279,412
FAIR OAKS BLVD,S,ARDEN WAY,24,2014-10-23T00:00:00.000Z,TH,13554,13966,,,27520,413
MACFADDEN DR,E,PALMER HOUSE DR,24,2014-10-28T00:00:00.000Z,T,,,,,832,414
I ST,W,24TH ST,24,2014-10-28T00:00:00.000Z,T,,,252,252,504,415
FULTON AVE,S,NORTHROP AVE,24,2014-10-28T00:00:00.000Z,T,12936,13974,,,26910,416
SAN MARCOS WAY,S,KARL DR,24,2014-10-29T00:00:00.000Z,W,,,,,176,417
MANZANITA AVE,S,MADISON AVE,24,2014-10-30T00:00:00.000Z,TH,13716,13343,,,27059,418
MANZANITA AVE,S,MADISON AVE,24,2014-11-04T00:00:00.000Z,T,13419,13221,,,26640,419
BUTANO DR,E,WATT AVE,24,2014-11-04T00:00:00.000Z,T,,,,,5626,420
MILTON WAY,W,THOMAS DR,24,2014-11-05T00:00:00.000Z,W,,,,,356,421
BUTANO DR,E,WATT AVE,24,2014-11-05T00:00:00.000Z,W,,,3092,2566,5658,422
MILTON WAY,E,WATT AVE,24,2014-11-05T00:00:00.000Z,W,,,,,463,423
HILLRIDGE WAY,S,HILLHURST DR,24,2014-11-18T00:00:00.000Z,T,,,,,423,424
OLD RANCH RD,W,JUGLANS DR,24,2014-11-18T00:00:00.000Z,T,,,816,816,1632,425
CUSTER AVE,W,PECAN AVE,24,2014-12-02T00:00:00.000Z,T,,,,,214,426
RANCH RIVER DR,N,BELLINGRATH DR,24,2014-12-02T00:00:00.000Z,T,,,,,104,427
CUSTER AVE,W,PECAN AVE,24,2014-12-03T00:00:00.000Z,W,,,,,197,428
RANCH RIVER DR,N,BELLINGRATH DR,24,2014-12-03T00:00:00.000Z,W,,,,,93,429
ROSARIO BLVD,N,MERAMONTE WAY,24,2014-12-09T00:00:00.000Z,W,,,,,680,430
BRUNNER DR,S,ROSEMONT DR,24,2014-12-09T00:00:00.000Z,T,,,,,783,431
DONNIE LYN WAY,E,MISSION AVE,24,2014-12-16T00:00:00.000Z,T,,,,,221,432
SHENANDOAH DR,N,VERNER AVE,24,2014-12-16T00:00:00.000Z,T,269,166,,,435,433
DONNIE LYN WAY,E,MISSION AVE,24,2014-12-17T00:00:00.000Z,W,,,,,194,434
SHENANDOAH DR,N,VERNER AVE,24,2014-12-17T00:00:00.000Z,W,290,172,,,462,435
DONNIE LYN WAY,E,MISSION AVE,24,2014-12-18T00:00:00.000Z,TH,,,,,226,436
EDISON AVE,E,NORRIS AVE,24,2015-01-06T00:00:00.000Z,T,,,1749,3577,5326,437
ETHAN WAY,S,EL CAMINO AVE,24,2015-01-07T00:00:00.000Z,W,4720,3173,,,7893,438
HURLEY WAY,E,HOWE AVE,24,2015-01-07T00:00:00.000Z,W,,,6230,6187,12417,439
ELWYN AVE,S,PLACER COUNTY LINE,24,2015-01-07T00:00:00.000Z,W,708,513,,,1221,440
EDISON AVE,E,NORRIS AVE,24,2015-01-07T00:00:00.000Z,W,,,1802,3676,5478,441
HURLEY WAY,E,BELL ST,24,2015-01-07T00:00:00.000Z,W,,,6008,5480,11488,442
EDISON AVE,E,NORRIS AVE,24,2015-01-08T00:00:00.000Z,TH,,,1762,3538,5300,443
EDISON AVE,E,NORRIS AVE,24,2015-01-09T00:00:00.000Z,F,,,1373,3759,5132,444
ELVERTA RD,E,SORENTO RD,24,2015-01-13T00:00:00.000Z,T,,,3428,2872,6300,445
RIO LINDA BLVD,S,SUTTER COUNTY LINE,24,2015-01-13T00:00:00.000Z,T,688,688,,,1376,446
BUTANO DR,N,COTTAGE WAY,24,2015-01-14T00:00:00.000Z,W,2796,3187,,,5983,447
WITTKOP WAY,E,HESKET WAY,24,2015-01-14T00:00:00.000Z,W,,,,,1067,448
RIO LINDA BLVD,S,SUTTER COUNTY LINE,24,2015-01-14T00:00:00.000Z,W,642,637,,,1279,449
ELKHORN BLVD,W,DRY CREEK RD,24,2015-01-14T00:00:00.000Z,W,,,10070,8594,18664,450
HOLLISTER AVE,N,GRANT AVE,24,2015-03-25T00:00:00.000Z,W,899,765,,,1664,451
34TH ST,S,ELKHORN BLVD,24,2015-01-14T00:00:00.000Z,W,949,621,,,1570,452
FLAGSTONE ST,N,PALM AVE,24,2014-08-26T00:00:00.000Z,T,295,303,,,598,453
EAST LEVEE RD,N,ELVERTA RD,24,2015-02-03T00:00:00.000Z,T,,,,,637,454
STANLEY AVE,W,MARSHALL AVE,24,2015-03-25T00:00:00.000Z,W,,,582,570,1152,455
STANLEY AVE,E,CALIFORNIA AVE,24,2015-03-25T00:00:00.000Z,W,,,711,889,1600,456
HOLLISTER AVE,S,FAIR OAKS BLVD,24,2015-03-25T00:00:00.000Z,W,1175,1453,,,2628,457
LINCOLN AVE,E,MANZANITA AVE,24,2015-03-25T00:00:00.000Z,W,,,2672,2573,5245,458
GRANT AVE,E,MARSHALL AVE,24,2015-03-25T00:00:00.000Z,W,,,978,881,1859,459
WINDING WAY,E,DEWEY DR,24,2015-03-25T00:00:00.000Z,W,,,8746,7711,16457,460
HOLLISTER AVE,S,FAIR OAKS BLVD,24,2015-03-26T00:00:00.000Z,TH,1112,1418,,,2530,461
FAIR OAKS BLVD,W,CALIFORNIA AVE,24,2015-03-26T00:00:00.000Z,TH,,,15333,14902,30235,462
CALIFORNIA AVE,S,FAIR OAKS BLVD,24,2015-03-26T00:00:00.000Z,TH,3490,3279,,,6769,463
LOCUST AVE,E,WALNUT AVE,24,2015-03-26T00:00:00.000Z,TH,,,533,845,1378,464
NORRIS AVE,S,PASADENA AVE,24,2015-03-26T00:00:00.000Z,TH,4417,3884,,,8301,465
WINDING WAY,E,DEWEY DR,24,2015-03-26T00:00:00.000Z,TH,,,8756,7657,16413,466
WINDING WAY,E,SAN JUAN AVE,24,2015-03-26T00:00:00.000Z,TH,,,3971,5414,9385,467
LINCOLN AVE,E,MANZANITA AVE,24,2015-03-26T00:00:00.000Z,TH,,,2526,2602,5128,468
PASADENA AVE,W,NORRIS AVE,24,2015-03-26T00:00:00.000Z,TH,,,582,511,1093,469
BANNISTER RD,S,WINDING WAY,24,2015-03-26T00:00:00.000Z,TH,418,454,,,872,470
ORANGE GROVE AVE,W,RIVER COLLEGE DR,24,2015-03-26T00:00:00.000Z,TH,,,4966,4617,9583,471
PASADENA AVE,E,NORRIS AVE,24,2015-03-26T00:00:00.000Z,TH,,,788,838,1626,472
MYRTLE AVE,W,HEMLOCK ST,24,2015-03-26T00:00:00.000Z,TH,,,3375,3058,6433,473
WINDING WAY,W,WALNUT AVE,24,2015-03-26T00:00:00.000Z,TH,,,8129,9005,17134,474
MADISON AVE,E,HAZEL AVE,24,2015-03-31T00:00:00.000Z,T,,,12507,12787,25294,475
HAZEL AVE,N,MADISON AVE,24,2015-03-31T00:00:00.000Z,T,18232,17731,,,35963,476
MADISON AVE,W,HAZEL AVE,24,2015-03-31T00:00:00.000Z,T,,,16602,15806,32408,477
RUTLAND DR,S,MADISON AVE,24,2015-03-31T00:00:00.000Z,T,218,536,,,754,478
HAZEL AVE,S,MADISON AVE,24,2015-03-31T00:00:00.000Z,T,21819,22204,,,44023,479
HICKORY AVE,S,OAK AVE,24,2015-03-31T00:00:00.000Z,T,1098,795,,,1893,480
ALMOND AVE,S,OAK AVE,24,2015-03-31T00:00:00.000Z,T,359,366,,,725,481
MULDROW RD,W,ESRIG WAY,24,2015-03-31T00:00:00.000Z,T,,,659,918,1577,482
ALMOND AVE,N,GREENBACK LN,24,2015-03-31T00:00:00.000Z,T,692,872,,,1564,483
WALERGA RD,N,KIRKBY WAY,24,2015-04-01T00:00:00.000Z,W,9048,9968,,,19016,484
MADISON AVE,E,HAZEL AVE,24,2015-04-01T00:00:00.000Z,W,,,12901,13027,25928,485
HILLSDALE BLVD,W,WALERGA RD,24,2015-04-01T00:00:00.000Z,W,,,8855,10527,19382,486
HAZEL AVE,N,MADISON AVE,24,2015-04-01T00:00:00.000Z,W,18767,18230,,,36997,487
MADISON AVE,W,HAZEL AVE,24,2015-04-01T00:00:00.000Z,W,,,16909,16298,33207,488
HAZEL AVE,S,MADISON AVE,24,2015-04-01T00:00:00.000Z,W,22713,22854,,,45567,489
MANZANITA AVE,S,MADISON AVE,24,2015-04-02T00:00:00.000Z,TH,13761,13145,,,26906,490
ANTELOPE RD,E,WALERGA RD,24,2015-04-07T00:00:00.000Z,T,,,10796,10987,21783,491
ROSEVILLE RD,N,ANTELOPE RD,24,2015-04-07T00:00:00.000Z,T,6142,7391,,,13533,492
HILLSDALE BLVD,N,MADISON AVE,24,2015-04-07T00:00:00.000Z,T,14323,15255,,,29578,493
WALERGA RD,N,ANTELOPE RD,24,2015-04-07T00:00:00.000Z,T,16868,18176,,,35044,494
MANZANITA AVE,S,MADISON AVE,24,2015-04-07T00:00:00.000Z,T,12845,12727,,,25572,495
AIRBASE DR,E,WATT AVE,24,2015-04-07T00:00:00.000Z,T,,,6218,6175,12393,496
ROSEVILLE RD,S,PALM AVE,24,2015-04-07T00:00:00.000Z,T,,,,,16579,497
PALM AVE,E,ROSEVILLE RD,24,2015-04-07T00:00:00.000Z,T,,,1404,1593,2997,498
WATT AVE,S,ANTELOPE RD,24,2015-04-07T00:00:00.000Z,T,12297,13717,,,26014,499
ROSEVILLE RD,S,ANTELOPE RD,24,2015-04-07T00:00:00.000Z,T,9225,10437,,,19662,500
DIABLO DR,S,ROSEVILLE RD,24,2015-04-07T00:00:00.000Z,T,3310,3192,,,6502,501
AIRBASE DR,E,WATT AVE,24,2015-04-08T00:00:00.000Z,W,,,6702,6756,13458,502
WATT AVE,S,ANTELOPE RD,24,2015-04-08T00:00:00.000Z,W,13436,14732,,,28168,503
WALERGA RD,N,ANTELOPE RD,24,2015-04-08T00:00:00.000Z,W,18565,19740,,,38305,504
ADONIS WAY,N,ARDEN WAY,24,2014-08-26T00:00:00.000Z,T,,,,,181,505
WATT AVE,N,COTTAGE WAY,24,2014-08-26T00:00:00.000Z,T,25621,24409,,,50030,506
DAPHNE AVE,N,ARDEN WAY,24,2014-08-26T00:00:00.000Z,T,,,,,402,507
